,index,username,tweetcreatedts,text,text_length,BERT_processed_text,BERT_processed_text_length,sentiments
304,919,Jemienatalie,2020-07-07 15:29:03,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
305,920,CallyInDaValley,2020-07-07 15:28:34,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
306,513,redhwanyasin,2020-07-08 05:45:57,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
307,931,taengtummy,2020-07-07 15:11:28,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
308,923,ElijahIlu,2020-07-07 15:23:44,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
309,925,_______rul,2020-07-07 15:17:37,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
310,507,D3rpUltimate,2020-07-08 05:56:01,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,neutral
311,927,AjaxKe,2020-07-07 15:16:12,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
312,928,_charmpagne,2020-07-07 15:13:17,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
313,1119,wynnifredljh,2020-07-07 12:19:40,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
314,929,onnandoff,2020-07-07 15:12:10,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
315,499,azharabdulkarim,2020-07-08 06:12:38,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
316,930,matthewpjamess,2020-07-07 15:11:35,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
317,502,skin4skin,2020-07-08 06:07:12,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
318,736,yuejie1994,2020-07-07 23:34:17,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
319,1180,eisen,2020-07-07 10:59:34,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
320,1178,dxtehsecks,2020-07-07 11:00:18,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
321,1157,sanzochan,2020-07-07 11:28:19,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
322,1158,rockyoursoccs,2020-07-07 11:27:03,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
323,1160,cryscasso,2020-07-07 11:25:24,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
324,1165,KLsurian,2020-07-07 11:14:01,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
325,1169,jursit,2020-07-07 11:07:22,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
326,1171,sgpoliticswoke,2020-07-07 11:06:37,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
327,1172,samchanyf,2020-07-07 11:05:53,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
328,288,geekerrie,2020-07-08 11:34:13,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
329,1173,benedictjt,2020-07-07 11:03:27,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
330,1175,saggod,2020-07-07 11:01:34,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
331,1177,syaosakucouple,2020-07-07 11:00:38,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
332,45424,ShuchiinDawg,2020-07-08 07:51:21,"i ' ve been wrong my whole life . i ' ve always thought that the was against democracy while the dominant pap was all about the betterment of the people ' s lives . not that the pap does not live up to that , but wp is simply more honest , promising , and not power hungry .",60,"[CLS] i ' ve been wrong my whole life . i ' ve always thought that the was against democracy while the dominant pap was all about the betterment of the people ' s lives . not that the pap does not live up to that , but wp is simply more honest , promising , and not power hungry .",64,negative
333,1155,dragonmama79,2020-07-07 11:30:21,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
334,266,mayrepek,2020-07-08 12:09:11,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
335,1303,aw_3264,2020-07-07 07:53:28,"( 2 ) at the end of the day , our benchmark shld be to vote for good , competent pple . and that is based on reflecting who is running in your area , and evaluate . it ' s not about sticking it to pap , or opposing opposition blindly . it is being an educated citizen .",60,"[CLS] ( 2 ) at the end of the day , our benchmark shld be to vote for good , competent pple . and that is based on reflecting who is running in your area , and evaluate . it ' s not about sticking it to pap , or opposing opposition blindly . it is being an educated citizen .",64,negative
336,2362,CanadiumPippy,2020-07-06 11:47:20,"if you truly wanted to focus on the crisis , you should have held the elections next year . crisis or not , we will make the pap accountable for the consequences of their actions and policies ( i . e . pofma , reserved president , gerrymandering , grc , elitism , inequality ).",55,"[CLS] if you truly wanted to focus on the crisis , you should have held the elections next year . crisis or not , we will make the pap accountable for the consequences of their actions and policies ( i . e . pofma , reserved president , gerrymandering , grc , elitism , inequality ).",64,negative
337,246,_eny000,2020-07-08 12:41:09,"i ' ve been wrong my whole life . i ' ve always thought that the was against democracy while the dominant pap was all about the betterment of the people ' s lives . not that the pap does not live up to that , but wp is simply more honest , promising , and not power hungry .",60,"[CLS] i ' ve been wrong my whole life . i ' ve always thought that the was against democracy while the dominant pap was all about the betterment of the people ' s lives . not that the pap does not live up to that , but wp is simply more honest , promising , and not power hungry .",64,negative
338,231,nurhaditaha,2020-07-08 12:57:51,"after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",59,"[CLS] after the pap lost aljunied grc , with two full ministers and a senior minister of state , in the 2011 general election : 1 . singapore did not collapse ; 2 . instead , foreign direct investment grew from $ 665 billion in 2010 , to $ 1 . 27 trillion in 2015 . life went on .",64,negative
339,2133,kurosbasu,2020-07-06 13:04:24,"heng swee keat : "" what would singaporeans think , if they wake up next saturday , to find that the pap has lost four grcs and two smcs ? what would investors and other countries think ?"" singaporeans would hope that he does his new job as a pa grassroots adviser well ?",54,"[CLS] heng swee keat : "" what would singaporeans think , if they wake up next saturday , to find that the pap has lost four grcs and two smcs ? what would investors and other countries think ?"" singaporeans would hope that he does his new job as a pa grassroots adviser well ?",63,negative
340,1463,sunfloffer,2020-07-07 03:27:33,"when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",53,"[CLS] when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",63,negative
341,907,Anas_z15,2020-07-07 15:36:05,"when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",53,"[CLS] when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",63,negative
342,1398,athena2913,2020-07-07 05:16:00,"pap truck just now blasting out the usual ' please support us ' in not only the 4 official languages , but also , if i ' m not wrong , cantonese , teochew , and hokkien . admittedly , this is the first time i ' ve heard those dialects as part of the broadcast .",57,"[CLS] pap truck just now blasting out the usual ' please support us ' in not only the 4 official languages , but also , if i ' m not wrong , cantonese , teochew , and hokkien . admittedly , this is the first time i ' ve heard those dialects as part of the broadcast .",63,neutral
343,2154,ujitanx,2020-07-06 12:57:15,"heng swee keat : "" what would singaporeans think , if they wake up next saturday , to find that the pap has lost four grcs and two smcs ? what would investors and other countries think ?"" singaporeans would hope that he does his new job as a pa grassroots adviser well ?",54,"[CLS] heng swee keat : "" what would singaporeans think , if they wake up next saturday , to find that the pap has lost four grcs and two smcs ? what would investors and other countries think ?"" singaporeans would hope that he does his new job as a pa grassroots adviser well ?",63,negative
344,1235,rockinruth,2020-07-07 09:36:31,"when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",53,"[CLS] when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",63,negative
345,1992,Mason0709,2020-07-06 14:04:56,yes i see a lot of opposition support on social media . will this tally to real votes ? probably not . why ? because the fear of the pap still exist . i have friends and family who i know still believe that the pap knows who you vote for even though its not true . they do not -,61,[CLS] yes i see a lot of opposition support on social media . will this tally to real votes ? probably not . why ? because the fear of the pap still exist . i have friends and family who i know still believe that the pap knows who you vote for even though its not true . they do not -,63,negative
346,361,an_ru1,2020-07-08 09:52:59,"are many notable candidates fielded by pap . the prominent figures in the opposition parties are : pritam singh , tan seng bock , dr tambyah , dr chee , lim tean , sylvia lim , jamus lim , nicole seah , raeesah khan ... and few others .",49,"[CLS] are many notable candidates fielded by pap . the prominent figures in the opposition parties are : pritam singh , tan seng bock , dr tambyah , dr chee , lim tean , sylvia lim , jamus lim , nicole seah , raeesah khan ... and few others .",63,neutral
347,59,kevinmcspadden,2020-07-08 16:05:21,"but yeah , my official is the pap walks away from this election in power , but battered , and lhl sticks around for six months to try and buil a coalition around hsk . i think this goes badly for pap . but , thats just reading the news , i may be way off .",57,"[CLS] but yeah , my official is the pap walks away from this election in power , but battered , and lhl sticks around for six months to try and buil a coalition around hsk . i think this goes badly for pap . but , thats just reading the news , i may be way off .",63,negative
348,87,Psychedelicorn,2020-07-08 15:27:08,"when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",53,"[CLS] when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",63,negative
349,607,captsingh,2020-07-08 04:13:47,"are many notable candidates fielded by pap . the prominent figures in the opposition parties are : pritam singh , tan seng bock , dr tambyah , dr chee , lim tean , sylvia lim , jamus lim , nicole seah , raeesah khan ... and few others .",49,"[CLS] are many notable candidates fielded by pap . the prominent figures in the opposition parties are : pritam singh , tan seng bock , dr tambyah , dr chee , lim tean , sylvia lim , jamus lim , nicole seah , raeesah khan ... and few others .",63,neutral
350,1701,chinajousama,2020-07-06 17:14:52,"when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",53,"[CLS] when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",63,negative
351,1772,razzbabble,2020-07-06 16:04:57,"heng swee keat : "" what would singaporeans think , if they wake up next saturday , to find that the pap has lost four grcs and two smcs ? what would investors and other countries think ?"" singaporeans would hope that he does his new job as a pa grassroots adviser well ?",54,"[CLS] heng swee keat : "" what would singaporeans think , if they wake up next saturday , to find that the pap has lost four grcs and two smcs ? what would investors and other countries think ?"" singaporeans would hope that he does his new job as a pa grassroots adviser well ?",63,negative
352,1666,sharanvkaur,2020-07-06 18:21:20,"when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",53,"[CLS] when jbj won anson in 1981 , the pap said then the singapore electorate was ungrateful , didnt know what was best for us , that we were falling for populists . in 2011 , they said the same about aljunied . in 2020 , they continue to treat us like children .",63,negative
353,1951,theironicstory,2020-07-06 14:19:38,"i feel rlly bad for those in the precarious grcs like sengkang and east coast . as much that their pap candidates are good , are of calibre , if the opps do not get elected , a lot of sgporeans are really going to be pissed at them .",50,"[CLS] i feel rlly bad for those in the precarious grcs like sengkang and east coast . as much that their pap candidates are good , are of calibre , if the opps do not get elected , a lot of sgporeans are really going to be pissed at them .",63,negative
354,2109,naffahrudin,2020-07-06 13:16:03,"heng swee keat : "" what would singaporeans think , if they wake up next saturday , to find that the pap has lost four grcs and two smcs ? what would investors and other countries think ?"" singaporeans would hope that he does his new job as a pa grassroots adviser well ?",54,"[CLS] heng swee keat : "" what would singaporeans think , if they wake up next saturday , to find that the pap has lost four grcs and two smcs ? what would investors and other countries think ?"" singaporeans would hope that he does his new job as a pa grassroots adviser well ?",63,negative
355,1956,kaixax555,2020-07-06 14:17:59,yes i see a lot of opposition support on social media . will this tally to real votes ? probably not . why ? because the fear of the pap still exist . i have friends and family who i know still believe that the pap knows who you vote for even though its not true . they do not -,61,[CLS] yes i see a lot of opposition support on social media . will this tally to real votes ? probably not . why ? because the fear of the pap still exist . i have friends and family who i know still believe that the pap knows who you vote for even though its not true . they do not -,63,negative
356,1827,ninjapapercow,2020-07-06 15:17:58,"interesting that as on , and pap narratives get disrupted , we ' re seeing folksin good and bad faithdownplay social media as illusory and misrepresentative . a rambling thread on the strange , radical , illegible worlds of s ' porean twitter and whatsapp :",46,"[CLS] interesting that as on , and pap narratives get disrupted , we ' re seeing folksin good and bad faithdownplay social media as illusory and misrepresentative . a rambling thread on the strange , radical , illegible worlds of s ' porean twitter and whatsapp :",62,negative
357,287,syaosakucouple,2020-07-08 11:37:14,""" eric and alvin are no strangers to [ tanjong pagar ]"" - unlike dr koh , a complete stranger to tampines , no experience here at all and need to use "" walking the ground "" as a campaign promise . tampines is really being played for a fool by the pap",53,"[CLS] "" eric and alvin are no strangers to [ tanjong pagar ]"" - unlike dr koh , a complete stranger to tampines , no experience here at all and need to use "" walking the ground "" as a campaign promise . tampines is really being played for a fool by the pap",62,negative
358,595,Skiiage,2020-07-08 04:24:36,i ' ll say this : psp representatives have knocked on my door and came up to me while i was having lunch . pap representatives have jammed a flyer in my door and drove around the block in a lorry with a megaphone . in a fair world psp would sweep based on campaigning alone .,57,[CLS] i ' ll say this : psp representatives have knocked on my door and came up to me while i was having lunch . pap representatives have jammed a flyer in my door and drove around the block in a lorry with a megaphone . in a fair world psp would sweep based on campaigning alone .,62,negative
359,1583,_limpahruah,2020-07-07 00:39:51,"interesting that as on , and pap narratives get disrupted , we ' re seeing folksin good and bad faithdownplay social media as illusory and misrepresentative . a rambling thread on the strange , radical , illegible worlds of s ' porean twitter and whatsapp :",46,"[CLS] interesting that as on , and pap narratives get disrupted , we ' re seeing folksin good and bad faithdownplay social media as illusory and misrepresentative . a rambling thread on the strange , radical , illegible worlds of s ' porean twitter and whatsapp :",62,negative
360,384,BenChiaCars,2020-07-08 09:09:24,"( 4 / 4 ) we all know the pap isn ' t going to lose their majority , or even their supermajority , this election . telling people not to support opp parties anyway so as not to "" rock the sampan "" is holding their vote hostage through fear - mongering .",54,"[CLS] ( 4 / 4 ) we all know the pap isn ' t going to lose their majority , or even their supermajority , this election . telling people not to support opp parties anyway so as not to "" rock the sampan "" is holding their vote hostage through fear - mongering .",62,negative
361,1331,bursterasures,2020-07-07 07:21:54,"interesting that as on , and pap narratives get disrupted , we ' re seeing folksin good and bad faithdownplay social media as illusory and misrepresentative . a rambling thread on the strange , radical , illegible worlds of s ' porean twitter and whatsapp :",46,"[CLS] interesting that as on , and pap narratives get disrupted , we ' re seeing folksin good and bad faithdownplay social media as illusory and misrepresentative . a rambling thread on the strange , radical , illegible worlds of s ' porean twitter and whatsapp :",62,negative
362,382,sanzochan,2020-07-08 09:10:44,"interesting that as on , and pap narratives get disrupted , we ' re seeing folksin good and bad faithdownplay social media as illusory and misrepresentative . a rambling thread on the strange , radical , illegible worlds of s ' porean twitter and whatsapp :",46,"[CLS] interesting that as on , and pap narratives get disrupted , we ' re seeing folksin good and bad faithdownplay social media as illusory and misrepresentative . a rambling thread on the strange , radical , illegible worlds of s ' porean twitter and whatsapp :",62,negative
363,425,quean_bee,2020-07-08 07:49:49,"( 4 / 4 ) we all know the pap isn ' t going to lose their majority , or even their supermajority , this election . telling people not to support opp parties anyway so as not to "" rock the sampan "" is holding their vote hostage through fear - mongering .",54,"[CLS] ( 4 / 4 ) we all know the pap isn ' t going to lose their majority , or even their supermajority , this election . telling people not to support opp parties anyway so as not to "" rock the sampan "" is holding their vote hostage through fear - mongering .",62,negative
