,index,username,tweetcreatedts,text,text_length,BERT_processed_text,BERT_processed_text_length,sentiments
64,78,recxusive,2020-07-08 15:38:59,"pap now wants to put raeesah khan through a trial by internet , directly contradicting what pm lee said last week . "" if we encourage a culture of trial by internet , then we will not find anybody willing to stand and put themselves and their families through this ordeal .""",52,"[CLS] pap now wants to put raeesah khan through a trial by internet , directly contradicting what pm lee said last week . "" if we encourage a culture of trial by internet , then we will not find anybody willing to stand and put themselves and their families through this ordeal .""",58,negative
65,6,konkirayar,2020-07-08 23:18:46,"a blast from the past from one of my teck ghee residents my candidate card from 1984 ! ive been with residents here for 36 years . i hope you will elect my pap team to continue serving you , to secure our lives , our jobs , our future . lhl",52,"[CLS] a blast from the past from one of my teck ghee residents my candidate card from 1984 ! ive been with residents here for 36 years . i hope you will elect my pap team to continue serving you , to secure our lives , our jobs , our future . lhl",57,positive
66,47,fikriboyyXD,2020-07-08 16:29:23,"pap is allowed to be innovative , try new things but if they fail , it ' s okay , because it ' s a learning lesson to improve for the future . that ' s a great mantra . with that in mind , let ' s try having more diverse voices in parliament ?",56,"[CLS] pap is allowed to be innovative , try new things but if they fail , it ' s okay , because it ' s a learning lesson to improve for the future . that ' s a great mantra . with that in mind , let ' s try having more diverse voices in parliament ?",57,positive
67,241,puuuurrrrrr,2020-07-08 12:46:29,"three full pages in of tharman shanmugaratnam ( i . e . ' s most favourite pap politician )' s speech yesterday . it ' s the final day of campaigning for canvassing for votes is banned tomorrow , and singaporeans head to the polls on friday .",48,"[CLS] three full pages in of tharman shanmugaratnam ( i . e . ' s most favourite pap politician )' s speech yesterday . it ' s the final day of campaigning for canvassing for votes is banned tomorrow , and singaporeans head to the polls on friday .",57,negative
68,2015,RushdyKuswara,2020-07-06 13:55:45,"seeing today ' s constitutiency rally on tv , even if its not my first time voting , its the first time i ' m seeing so much from the oppositions contesting against pap . something tells me , there will be alot of surprises this coming friday .",49,"[CLS] seeing today ' s constitutiency rally on tv , even if its not my first time voting , its the first time i ' m seeing so much from the oppositions contesting against pap . something tells me , there will be alot of surprises this coming friday .",57,neutral
69,58,MARVELSTUD10S,2020-07-08 16:06:18,things to know about the pap : - operation coldstore - 1987 ' marxist ' conspiracy - chia thye poh - graduate mothers scheme - killed chinese dialects - belief in eugenics - new generation of elite technocrats cmi - outed only queer politician in 2011,46,[CLS] things to know about the pap : - operation coldstore - 1987 ' marxist ' conspiracy - chia thye poh - graduate mothers scheme - killed chinese dialects - belief in eugenics - new generation of elite technocrats cmi - outed only queer politician in 2011,56,negative
70,50,DoggoMeows,2020-07-08 16:20:38,he already admitted that he thinks crises help pap to secure votes . pap doesn ' t need to admit that the pandemic was a major reason for calling elections now . voters can judge the reason for themselves . wait till cases really rise due to everyone coming out to vote,52,[CLS] he already admitted that he thinks crises help pap to secure votes . pap doesn ' t need to admit that the pandemic was a major reason for calling elections now . voters can judge the reason for themselves . wait till cases really rise due to everyone coming out to vote,56,negative
71,452,desireeeems,2020-07-08 07:20:16,": opposition candidates have often been victims of unfair treatment and character assasination but they have stepped forward to speak out for singaporeans , says lee hsien yang . this , he says , is unlike those from pap , who appears to take entering politics as a career step .",51,"[CLS] : opposition candidates have often been victims of unfair treatment and character assasination but they have stepped forward to speak out for singaporeans , says lee hsien yang . this , he says , is unlike those from pap , who appears to take entering politics as a career step .",56,negative
72,96,zachariahseet,2020-07-08 15:19:44,"if singapore ' s global reputation , stability and wealth can only be sustained by a pap gov with a supermajority and is threatened by the opposition winning a few more seats , doesn ' t this imply that the party has failed to build a truly resilient nation ?",50,"[CLS] if singapore ' s global reputation , stability and wealth can only be sustained by a pap gov with a supermajority and is threatened by the opposition winning a few more seats , doesn ' t this imply that the party has failed to build a truly resilient nation ?",56,negative
73,98,zachariahseet,2020-07-08 15:18:58,"it ' s annoying when a pap candidate says "" they understand our pain "". most of y ' all live in landed property , have children in elite schools , get other people to run town councils , and sometimes appear only during big events or walkabouts . get real .",52,"[CLS] it ' s annoying when a pap candidate says "" they understand our pain "". most of y ' all live in landed property , have children in elite schools , get other people to run town councils , and sometimes appear only during big events or walkabouts . get real .",56,negative
74,403,Thayalan_Singam,2020-07-08 08:17:24,"political choice : there are good pap and opposition candidatesvote them in . when in a dilemma , choose the less voted party , by backing those who would be convicted to speak up and speak out against abuses and excesses . change your voting habit to see real change !",51,"[CLS] political choice : there are good pap and opposition candidatesvote them in . when in a dilemma , choose the less voted party , by backing those who would be convicted to speak up and speak out against abuses and excesses . change your voting habit to see real change !",55,negative
75,1767,NisaZakkie23,2020-07-06 16:06:24,"holy shit @ everything jamus said . its not that were denying pap a mandate . in all likelihood , they will get their mandate . what were denying pap of is a blank cheque to do * anything * they want . no blank cheques , yall .",49,"[CLS] holy shit @ everything jamus said . its not that were denying pap a mandate . in all likelihood , they will get their mandate . what were denying pap of is a blank cheque to do * anything * they want . no blank cheques , yall .",55,negative
76,1948,_calpiss,2020-07-06 14:21:23,"found a transcript of workers ' party chief pritam singh ' s ge2015 rally speech on 5 sep 2015 . he shared how grassroots organisations and taxpayers ' funds are used as "" political tools of the pap "", even in opposition wards . a reminder this . thread :",50,"[CLS] found a transcript of workers ' party chief pritam singh ' s ge2015 rally speech on 5 sep 2015 . he shared how grassroots organisations and taxpayers ' funds are used as "" political tools of the pap "", even in opposition wards . a reminder this . thread :",55,negative
77,941,longadin,2020-07-07 15:00:05,"it ' s almost the last day of the campaign and my family ( well , my wife ) who works from home and hasn ' t left the house much , still hasn ' t even seen the candidate for amk grc . so maybe you should take your own advice .",53,"[CLS] it ' s almost the last day of the campaign and my family ( well , my wife ) who works from home and hasn ' t left the house much , still hasn ' t even seen the candidate for amk grc . so maybe you should take your own advice .",55,negative
78,291,HarryScoffin,2020-07-08 11:30:10,": chan chun sing , paps second assistant secretary general , has responded to the leaked recording , saying it was taken out of context and that the timing of the release was surely not coincidental . he clarified that the pap must not depend on a crisis to secure votes .",52,"[CLS] : chan chun sing , paps second assistant secretary general , has responded to the leaked recording , saying it was taken out of context and that the timing of the release was surely not coincidental . he clarified that the pap must not depend on a crisis to secure votes .",55,negative
79,1369,Its_Misozen,2020-07-07 05:58:38,"please show the pap that this is not the type of politics you want . it is up to us to define the style of politics in singapore - a debate of ideas for the betterment of singaporeans , not bricks thrown at personalities and character misrepresentations .",48,"[CLS] please show the pap that this is not the type of politics you want . it is up to us to define the style of politics in singapore - a debate of ideas for the betterment of singaporeans , not bricks thrown at personalities and character misrepresentations .",55,negative
80,1051,Lifefadesfast,2020-07-07 13:19:54,"and on page 7 - again , prominently , at the top of the page - the pap ' s loud offensive on the workers ' party regarding raeesah khan ' s social media posts . not a mention of the / that has been trending for two days now .",51,"[CLS] and on page 7 - again , prominently , at the top of the page - the pap ' s loud offensive on the workers ' party regarding raeesah khan ' s social media posts . not a mention of the / that has been trending for two days now .",55,negative
81,1880,199thDan,2020-07-06 14:48:44,"voters should not focus on the "" potential loss of a minister "" but rather , look at what each side has to offer . put aside the fact that one of the pap candidates is a minister , and give some thought to whether an opposition candidate might better represent your ideals .",54,"[CLS] voters should not focus on the "" potential loss of a minister "" but rather , look at what each side has to offer . put aside the fact that one of the pap candidates is a minister , and give some thought to whether an opposition candidate might better represent your ideals .",55,negative
82,300,captsingh,2020-07-08 11:15:40,"ch . 5 mediacorp , political broadcast : pap / tampines grc team led by minister masagos - generally spoke well on community , jobs , upgrading parks , elderly , town council , tampines hub , economy , etc . a good team .",45,"[CLS] ch . 5 mediacorp , political broadcast : pap / tampines grc team led by minister masagos - generally spoke well on community , jobs , upgrading parks , elderly , town council , tampines hub , economy , etc . a good team .",54,positive
83,876,Narathedeeer,2020-07-07 16:16:47,"really disappointed with paul tambyah . the interview was going very well up till question 14 he just conveniently skipped the qns about section 377a as a wannabe mp that wants to question the pap in parliament , u need to answer qns too .",45,"[CLS] really disappointed with paul tambyah . the interview was going very well up till question 14 he just conveniently skipped the qns about section 377a as a wannabe mp that wants to question the pap in parliament , u need to answer qns too .",54,negative
84,1844,john_boyega,2020-07-06 15:05:25,"a few days after a vile press release with a domestic violence analogy , pap hosts a live stream about protection for women and the vulnerable . coincidence ? idk . but to do that without addressing their analogy ? a thoughtless facade and a complete pr debacle .",49,"[CLS] a few days after a vile press release with a domestic violence analogy , pap hosts a live stream about protection for women and the vulnerable . coincidence ? idk . but to do that without addressing their analogy ? a thoughtless facade and a complete pr debacle .",54,negative
85,358,ynraelyas,2020-07-08 09:58:04,"strangely then , for far , the pap has been marginal on sporean twitter . establishment agendas have been drowned by critique , while opposition campaigning celebrated . pap propaganda is visibly ratioed , fancammed , memed , refuted , satirized .",42,"[CLS] strangely then , for far , the pap has been marginal on sporean twitter . establishment agendas have been drowned by critique , while opposition campaigning celebrated . pap propaganda is visibly ratioed , fancammed , memed , refuted , satirized .",54,negative
86,259,theironicstory,2020-07-08 12:25:23,"somehow when the west coast pap team all collectively talked about jobs , i got the feeling that it ' s like a script and if they don ' t have it , they ' re not knowing what they can say on their own to ** appeal ** to voters",51,"[CLS] somehow when the west coast pap team all collectively talked about jobs , i got the feeling that it ' s like a script and if they don ' t have it , they ' re not knowing what they can say on their own to ** appeal ** to voters",54,negative
87,981,syaosakucouple,2020-07-07 14:14:48,"pap sengkang , when asked of your plan you mention about building a better place for living and mention your sengkang together movement . so , actually what is your plan ? addresses concerns abt childcare and common spaces . that is a plan .",45,"[CLS] pap sengkang , when asked of your plan you mention about building a better place for living and mention your sengkang together movement . so , actually what is your plan ? addresses concerns abt childcare and common spaces . that is a plan .",54,neutral
88,243,ayoitsnabs,2020-07-08 12:43:27,""" we want a more proactive government than a reactive government ."" he spoke about how most pap candidates live a good life , and asks if they know the struggles of everyday singaporeans . he calls for more grants for higher education . you go , sathin !",49,"[CLS] "" we want a more proactive government than a reactive government ."" he spoke about how most pap candidates live a good life , and asks if they know the struggles of everyday singaporeans . he calls for more grants for higher education . you go , sathin !",54,negative
89,1771,BenChiaCars,2020-07-06 16:05:13,opposition parties need to do a far better job at controlling the narrative and not allow them to be defined on paps terms . wp should challenge pm lees assertion that the opposition has no plans by pointing on tv that they can refer to wps plans on facebook .,50,[CLS] opposition parties need to do a far better job at controlling the narrative and not allow them to be defined on paps terms . wp should challenge pm lees assertion that the opposition has no plans by pointing on tv that they can refer to wps plans on facebook .,54,negative
90,1138,andrewhahalee,2020-07-07 11:57:58,"if the fear of losing power is the only motivation for policies for singaporeans to be enacted , then there ' s no choice but to let it continue until a government has the heart and the ability to do so - not out of fear , but out of genuine concern .",53,"[CLS] if the fear of losing power is the only motivation for policies for singaporeans to be enacted , then there ' s no choice but to let it continue until a government has the heart and the ability to do so - not out of fear , but out of genuine concern .",54,negative
91,471,KayoHana39,2020-07-08 06:59:26,"a police report has been made against the pap supporter who threatened raeesahs father under section 503 . in the interest of transparency , does the party standby its supporter , who has a history of making racist comments ? pls amend yr press release .",46,"[CLS] a police report has been made against the pap supporter who threatened raeesahs father under section 503 . in the interest of transparency , does the party standby its supporter , who has a history of making racist comments ? pls amend yr press release .",53,negative
92,5,_rawnannima,2020-07-08 23:19:04,some young voters are saying theyre voting for pap because their parents are voting for pap . this is a slippery slope . wake up . its 2020 . you can vote for whoever you want but you have to be informed . ignorance is a privilege worth losing .,50,[CLS] some young voters are saying theyre voting for pap because their parents are voting for pap . this is a slippery slope . wake up . its 2020 . you can vote for whoever you want but you have to be informed . ignorance is a privilege worth losing .,53,negative
93,1006,nas_craxz,2020-07-07 13:52:03,"why is there not even a single indian , from the indian community in paps new faces candidates , this ? indian people in singapore not role model , enough for you , and your partys standard is it , pm lee ? so much for racial diversity in singapore ?",51,"[CLS] why is there not even a single indian , from the indian community in paps new faces candidates , this ? indian people in singapore not role model , enough for you , and your partys standard is it , pm lee ? so much for racial diversity in singapore ?",53,negative
94,140,gulamelakamilk1,2020-07-08 14:42:29,"lee hsien yang ' s 1st full - length interview : "" i have heard so much of their suffering and struggles . the pap used to be their voice . today , it seems to be blind and deaf to the anger and frustrations of the people .""",49,"[CLS] lee hsien yang ' s 1st full - length interview : "" i have heard so much of their suffering and struggles . the pap used to be their voice . today , it seems to be blind and deaf to the anger and frustrations of the people .""",53,negative
95,776,danchiang,2020-07-07 19:36:02,"if the wp wanted to show that they were * the * viable opposition party , they have done so magnificently . they have separated themselves both from the pap , and from the other parties that lean towards nativism , or which are outright horrifying .",47,"[CLS] if the wp wanted to show that they were * the * viable opposition party , they have done so magnificently . they have separated themselves both from the pap , and from the other parties that lean towards nativism , or which are outright horrifying .",53,negative
96,731,RashidSalleh10,2020-07-08 00:02:31,"i think for the younger generation , this is a very exciting challenge what you and your friends can do to build an inclusive , agreeable and sustainable society . tharman younger generation need to put oppositions in parliament . dont give pap a blank cheque .",47,"[CLS] i think for the younger generation , this is a very exciting challenge what you and your friends can do to build an inclusive , agreeable and sustainable society . tharman younger generation need to put oppositions in parliament . dont give pap a blank cheque .",53,negative
97,2111,sadia_habeeb,2020-07-06 13:15:13,"the workers ' party ( announces its party slogan for : make your vote count . secretary general pritam singh says the slogan calls into focus the overwhelming parliamentary super majority by the ruling pap , citing a "" real risk of a wipe out "" of elected opposition mps .",51,"[CLS] the workers ' party ( announces its party slogan for : make your vote count . secretary general pritam singh says the slogan calls into focus the overwhelming parliamentary super majority by the ruling pap , citing a "" real risk of a wipe out "" of elected opposition mps .",53,negative
98,337,EricssenWen,2020-07-08 10:14:31,"i think there will be a small swing against the pap - around 2 - 5 %. this swing may not be enough to carry opposition candidates , for example , in sengkang ( wp - jamus oppa ) to the finish line .",44,"[CLS] i think there will be a small swing against the pap - around 2 - 5 %. this swing may not be enough to carry opposition candidates , for example , in sengkang ( wp - jamus oppa ) to the finish line .",52,neutral
99,1105,weeteck,2020-07-07 12:26:09,"he speaks my mind !! tbh there are people in the pap i admire and respect . i just hope they dont get a supermajority , which they will anyway . : to help the pap and singapore improve , im voting opposition via",44,"[CLS] he speaks my mind !! tbh there are people in the pap i admire and respect . i just hope they dont get a supermajority , which they will anyway . : to help the pap and singapore improve , im voting opposition via",52,positive
100,849,sgcontractor88,2020-07-07 16:31:03,"watching the english on with the pap , wp , sdp and psp . each opposition representative gets 1 . 5 minutes to speak , and then the pap gets 4 . 5 minutes . yup , thats the political playing field in you .",45,"[CLS] watching the english on with the pap , wp , sdp and psp . each opposition representative gets 1 . 5 minutes to speak , and then the pap gets 4 . 5 minutes . yup , thats the political playing field in you .",52,negative
101,2420,greeningtea,2020-07-06 11:09:59,"the thing about pap is they know really well that the pioneer generation will still back them up no matter what . thats why theyre so boastful . it shows back in 2011 and 2015 . so cmon millennials , lets make a change !",45,"[CLS] the thing about pap is they know really well that the pioneer generation will still back them up no matter what . thats why theyre so boastful . it shows back in 2011 and 2015 . so cmon millennials , lets make a change !",52,positive
102,1385,BenChiaCars,2020-07-07 05:34:45,"someone mentioned somewhere else ( theres so many now that it gets lost ) that even if the get their mandate and return to govt this time round ( as is likely ), it will be a tainted victory , because of all the tactics theyve used so far",49,"[CLS] someone mentioned somewhere else ( theres so many now that it gets lost ) that even if the get their mandate and return to govt this time round ( as is likely ), it will be a tainted victory , because of all the tactics theyve used so far",52,negative
103,1573,BenChiaCars,2020-07-07 01:04:58,"i wish the pap would take the high road and win on its merits , which there are admittedly many . instead , we have many years of ministers mudslinging and the liberal use of pofma to damage their opposition ' s credibility this year .",46,"[CLS] i wish the pap would take the high road and win on its merits , which there are admittedly many . instead , we have many years of ministers mudslinging and the liberal use of pofma to damage their opposition ' s credibility this year .",52,negative
104,1672,mcnadggets,2020-07-06 18:06:24,"your chance to help vote in alternative voices that are not subject to toeing the line of the pap party whip . your malay and indian friends can tell you many , many years worth of painful stories . please keep us in mind when you cast your vote .",50,"[CLS] your chance to help vote in alternative voices that are not subject to toeing the line of the pap party whip . your malay and indian friends can tell you many , many years worth of painful stories . please keep us in mind when you cast your vote .",52,negative
105,1222,SUBRATABARAL15,2020-07-07 10:08:37,"dear amk voters , thank you for supporting me and my team all these years . singapore is at a critical moment , fighting covid - 19 . please vote pap , to secure our lives , our jobs , our future . thank you ! lhl",47,"[CLS] dear amk voters , thank you for supporting me and my team all these years . singapore is at a critical moment , fighting covid - 19 . please vote pap , to secure our lives , our jobs , our future . thank you ! lhl",51,positive
106,852,ovendonovan,2020-07-07 16:29:40,"lastly , singaporeans should take note of the appointments in the agc . the current ag lucien wong used to be lhls personal lawyer . at the same time , deputy ag hari kumar nair used to be a pap mp from 2006 - 2015 .",46,"[CLS] lastly , singaporeans should take note of the appointments in the agc . the current ag lucien wong used to be lhls personal lawyer . at the same time , deputy ag hari kumar nair used to be a pap mp from 2006 - 2015 .",51,neutral
107,327,kaixax555,2020-07-08 10:26:50,"is it just me or have we just been scrutinising opposition candidates and not the new pap candidates ? some of them are likely to be taking larger roles if they win , so do most people think pap new faces = automatically good candidates ?",46,"[CLS] is it just me or have we just been scrutinising opposition candidates and not the new pap candidates ? some of them are likely to be taking larger roles if they win , so do most people think pap new faces = automatically good candidates ?",51,negative
108,1364,jursit,2020-07-07 06:07:53,"i cannot stress this enough : if you ' re mad about the pap ' s handling of any situation , tweeting or posting anywhere online is not going to make one iota of difference . the only way to make a difference is to act .",47,"[CLS] i cannot stress this enough : if you ' re mad about the pap ' s handling of any situation , tweeting or posting anywhere online is not going to make one iota of difference . the only way to make a difference is to act .",51,negative
109,1259,_Mayumiii,2020-07-07 08:55:30,""" a true test of the paps commitment to diversity is not in how many malays or indians they welcome into their ranks . it is in how they respect a spectrum of opinions and devote themselves to a level playing field in all aspects of society .""",48,"[CLS] "" a true test of the paps commitment to diversity is not in how many malays or indians they welcome into their ranks . it is in how they respect a spectrum of opinions and devote themselves to a level playing field in all aspects of society .""",51,negative
110,244,theironicstory,2020-07-08 12:43:08,"lol the yio chu kang pap candidate immediate opening line was "" i want to serve you !"" immediately lost me lol procees to tell about his grand mother and favourite food . the tried and tested tactic don ' t work alr",43,"[CLS] lol the yio chu kang pap candidate immediate opening line was "" i want to serve you !"" immediately lost me lol procees to tell about his grand mother and favourite food . the tried and tested tactic don ' t work alr",51,negative
111,613,Tan_Hui_Yee,2020-07-08 04:01:17,""" unless there is a strong determination within the party to engage in a cultural shift , a more mean - spirited society led by a more irritable and irascible pap may become a long - term feature of politics in "" by n donald low",46,"[CLS] "" unless there is a strong determination within the party to engage in a cultural shift , a more mean - spirited society led by a more irritable and irascible pap may become a long - term feature of politics in "" by n donald low",51,negative
112,970,dumbass_7413,2020-07-07 14:29:26,"as we approach , it is worth briefly revisiting the history of left - wing politics in singapore . the original barisan sosialis was formed in 1961 by anti - colonial socialists who defected from the increasingly authoritarian peoples action party ( pap ).",44,"[CLS] as we approach , it is worth briefly revisiting the history of left - wing politics in singapore . the original barisan sosialis was formed in 1961 by anti - colonial socialists who defected from the increasingly authoritarian peoples action party ( pap ).",51,neutral
113,2043,lilyrayly,2020-07-06 13:42:18,what * is * paps plan to contain the covid outbreak ? community cases weekly average are back up while more public spaces are opening up . arent we moving towards making the lockdown redundant ? what is the threshold that would trigger another lockdown ?,46,[CLS] what * is * paps plan to contain the covid outbreak ? community cases weekly average are back up while more public spaces are opening up . arent we moving towards making the lockdown redundant ? what is the threshold that would trigger another lockdown ?,51,negative
114,86,theironicstory,2020-07-08 15:28:24,"good read ! "" may leave many singaporeans , including some who end up voting for the pap , disaffected and doubtful even as the country enters a post - pandemic era that will require greater solidarity and sacrifice by citizens .""",42,"[CLS] good read ! "" may leave many singaporeans , including some who end up voting for the pap , disaffected and doubtful even as the country enters a post - pandemic era that will require greater solidarity and sacrifice by citizens .""",50,negative
115,841,t_phuck,2020-07-07 16:35:17,"if they are hardcore pap supporters , then support the pap - its okay . it doesnt mean that if you support opposition , you are anti - singapore . the important thing is singaporeans must take active citizenship , said party chief steve chia",45,"[CLS] if they are hardcore pap supporters , then support the pap - its okay . it doesnt mean that if you support opposition , you are anti - singapore . the important thing is singaporeans must take active citizenship , said party chief steve chia",50,negative
116,837,freetrooper,2020-07-07 16:42:13,"agreed . with ex army general with no real life working experience running the government , pap have no ideas to create new economy . please , vote wisely . your vote count . pap will never change because they are lost in the modern world .",47,"[CLS] agreed . with ex army general with no real life working experience running the government , pap have no ideas to create new economy . please , vote wisely . your vote count . pap will never change because they are lost in the modern world .",50,negative
117,64,jpg_mode,2020-07-08 15:56:15,"pritam singh rightfully points out that even if the pap candidates lose , you ' ll still get them as your pa grassroots advisers anyway . on the other hand , if the wp loses , they ' ll be completely disconnected from the ground .",46,"[CLS] pritam singh rightfully points out that even if the pap candidates lose , you ' ll still get them as your pa grassroots advisers anyway . on the other hand , if the wp loses , they ' ll be completely disconnected from the ground .",50,negative
118,474,Ge2020S,2020-07-08 06:51:25,"because just likes to throw shade at pap and insinuates . why doesn ' t he question the candidate assessment process of wp , the same way and lhy did in june ? doesn ' t that just smacks of double standards .",43,"[CLS] because just likes to throw shade at pap and insinuates . why doesn ' t he question the candidate assessment process of wp , the same way and lhy did in june ? doesn ' t that just smacks of double standards .",50,negative
119,240,jkvlarcd,2020-07-08 12:48:24,"the grc tactic pap is pulling is risky . maybe at the moment is still a good risk to take but when wp ' s prominence is up to winning all the seats they contest , we are potentially seeing minister changes in a drastic proportion .",47,"[CLS] the grc tactic pap is pulling is risky . maybe at the moment is still a good risk to take but when wp ' s prominence is up to winning all the seats they contest , we are potentially seeing minister changes in a drastic proportion .",50,negative
120,1268,sgpoliticswoke,2020-07-07 08:37:35,"sengkang voters , please listen to what the wp candidates + pritam and sylvia said 2 hours ago at rivervale plaza . link : of cos , also listen to what pap ncm said about his plans for sk .",40,"[CLS] sengkang voters , please listen to what the wp candidates + pritam and sylvia said 2 hours ago at rivervale plaza . link : of cos , also listen to what pap ncm said about his plans for sk .",49,neutral
121,1667,syaosakucouple,2020-07-06 18:16:19,"but in less than two weeks , between actually calling for the election and up to this point of campaigning , continually shot themselves in the foot with their sheer arrogance , pettiness and hypocrisy , not to mention incompetence",40,"[CLS] but in less than two weeks , between actually calling for the election and up to this point of campaigning , continually shot themselves in the foot with their sheer arrogance , pettiness and hypocrisy , not to mention incompetence",49,negative
122,338,EricssenWen,2020-07-08 10:14:30,i expect the pap and wp to retain all of their current seats . this means a status quo election : 87 pap 6 wp is it possible for the opposition to add more seats ? we must remember the concept of electoral swing .,45,[CLS] i expect the pap and wp to retain all of their current seats . this means a status quo election : 87 pap 6 wp is it possible for the opposition to add more seats ? we must remember the concept of electoral swing .,49,negative
123,2221,sgpoliticswoke,2020-07-06 12:33:02,"is accused of many things , but we have never been accused of being soft on crime , pap stalwart and home + law minister k . shanmugam says in this online discussion about enhanced legal protection for women . ( session ongoing )",44,"[CLS] is accused of many things , but we have never been accused of being soft on crime , pap stalwart and home + law minister k . shanmugam says in this online discussion about enhanced legal protection for women . ( session ongoing )",49,negative
124,159,sgpoliticswoke,2020-07-08 14:27:48,"this campaigning journey has been fruitful for me . we ' ve learned and grown as individuals , and as a team . i ' d like to thank all the activists working behind the scenes to make this possible . please vote for the pap !",47,"[CLS] this campaigning journey has been fruitful for me . we ' ve learned and grown as individuals , and as a team . i ' d like to thank all the activists working behind the scenes to make this possible . please vote for the pap !",49,positive
125,854,sgcontractor88,2020-07-07 16:28:43,"it ' s so weird when the pap speak as if they ' re the underdog , as if after voting for wp the residents of aljunied grc still haven ' t seen and felt the pap ' s power everywhere",41,"[CLS] it ' s so weird when the pap speak as if they ' re the underdog , as if after voting for wp the residents of aljunied grc still haven ' t seen and felt the pap ' s power everywhere",48,negative
126,75,ujitanx,2020-07-08 15:42:39,"the pap keeps saying they need a "" strong mandate "" from , whereas the opposition fears a wipeout and a 100 % pap parliament . has modelled five different scenarios showing that the pap ' s parliamentary majority is not under threat :",44,"[CLS] the pap keeps saying they need a "" strong mandate "" from , whereas the opposition fears a wipeout and a 100 % pap parliament . has modelled five different scenarios showing that the pap ' s parliamentary majority is not under threat :",48,negative
127,658,AliciaKSY,2020-07-08 02:53:26,bringing this back to tell you our attorney general is 1 ) lhls former personal lawyer and our deputy attorney general is 2 ) is a former pap mp . wp mps flagged it as a conflict of interest . interesting hm ?,43,[CLS] bringing this back to tell you our attorney general is 1 ) lhls former personal lawyer and our deputy attorney general is 2 ) is a former pap mp . wp mps flagged it as a conflict of interest . interesting hm ?,48,negative
128,483,Ge2020S,2020-07-08 06:36:38,urging the authority to investigate into those claims against pap candidate ivan lim as well . what raeesah khan did was far more damaging to the racial harmony in singapore . why are netizens showing double standards to our new candidates ??,42,[CLS] urging the authority to investigate into those claims against pap candidate ivan lim as well . what raeesah khan did was far more damaging to the racial harmony in singapore . why are netizens showing double standards to our new candidates ??,48,negative
129,310,mrseanfoo,2020-07-08 11:03:37,my parents who don ' t have any social media ( not even fb ) is predicting a complete wipeout by the pap because the only news they get is from mainstream media and whatsapp . i really hope they are not right,43,[CLS] my parents who don ' t have any social media ( not even fb ) is predicting a complete wipeout by the pap because the only news they get is from mainstream media and whatsapp . i really hope they are not right,48,negative
130,261,quean_bee,2020-07-08 12:18:48,hey st why are you reporting on this guy ' s plans but never do the same for opposition candidates ? there seem to be almost no stories about them unless they ' re responding to the pap or something negative happens to them ...,45,[CLS] hey st why are you reporting on this guy ' s plans but never do the same for opposition candidates ? there seem to be almost no stories about them unless they ' re responding to the pap or something negative happens to them ...,48,negative
131,1766,sharxn_rxse,2020-07-06 16:06:59,"i think the pap really misjudged the backlash it would / has received with this raessah khan stunt . really foolish move . but of course , whether this translates into action at the ballot box remains to be seen .",41,"[CLS] i think the pap really misjudged the backlash it would / has received with this raessah khan stunt . really foolish move . but of course , whether this translates into action at the ballot box remains to be seen .",47,negative
132,1188,sgpoliticswoke,2020-07-07 10:48:49,"the pap of today is no longer the party of my father . it has lost its way . it started out as a champion of the underdog . today , many see the pap as having lost touch with the ground . via",44,"[CLS] the pap of today is no longer the party of my father . it has lost its way . it started out as a champion of the underdog . today , many see the pap as having lost touch with the ground . via",47,negative
133,3,pauriahcarey,2020-07-08 23:37:30,"it cannot be stressed enough how cliched , how revolting , how violent that , by the vomit of pap campaigning , began and will end with the scorching of racial minorities . trapped in an infernal circle .",39,"[CLS] it cannot be stressed enough how cliched , how revolting , how violent that , by the vomit of pap campaigning , began and will end with the scorching of racial minorities . trapped in an infernal circle .",47,negative
134,380,Anakateolsen,2020-07-08 09:12:08,"yet another cheering contest between the pap and progress singapore party supporters at the nee soon grc . psp candidates , secretary general tan cheng bock and lee hsien yang had run into incumbent pap mp faishal ibrahim .",39,"[CLS] yet another cheering contest between the pap and progress singapore party supporters at the nee soon grc . psp candidates , secretary general tan cheng bock and lee hsien yang had run into incumbent pap mp faishal ibrahim .",47,neutral
135,4,hadasaurus,2020-07-08 23:32:48,"saw it pointed out on fb that an article praising wp ' s performance in the debate last night had been edited to add that pap ' s was also very popular , and went to google it myself . wow , awkward .",44,"[CLS] saw it pointed out on fb that an article praising wp ' s performance in the debate last night had been edited to add that pap ' s was also very popular , and went to google it myself . wow , awkward .",47,negative
136,280,mirrors4gorgons,2020-07-08 11:47:06,"in ge2015 , like ge2011 , malay electors were again highly concerned with economic inequality , and political diversity and accountabilityissues that implicate pap dominance . it ' s likely that this will stay the same for .",38,"[CLS] in ge2015 , like ge2011 , malay electors were again highly concerned with economic inequality , and political diversity and accountabilityissues that implicate pap dominance . it ' s likely that this will stay the same for .",47,negative
137,18,ujitanx,2020-07-08 18:47:51,"by voting in more opposition leaders , they too will grow and learn alongside the ruling party . gain the experience needed and nurture the next generation of opposition parties or perhaps reform paps stance to meet us , citizens , in the middle .",45,"[CLS] by voting in more opposition leaders , they too will grow and learn alongside the ruling party . gain the experience needed and nurture the next generation of opposition parties or perhaps reform paps stance to meet us , citizens , in the middle .",47,neutral
